,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0993-000,74,993,0,テツノコウベ,,テツノコウベ,"['あくのはどう', 'エアスラッシュ', 'だいちのちから', 'ちょうはつ', 'ラスターカノン', 'ぼうふう', 'かえんほうしゃ', 'だいもんじ', 'みがわり', 'ハイドロポンプ']","[91.5, 62.0, 36.7, 34.3, 31.6, 27.2, 14.4, 13.5, 9.5, 8.4]",['クォークチャージ'],[100.0],"['ブーストエナジー', 'こだわりメガネ', 'こだわりスカーフ', 'いのちのたま', 'きあいのタスキ', 'とつげきチョッキ', 'たべのこし', 'グランドコート', 'ぼうじんゴーグル', 'おうじゃのしるし']","[51.0, 18.1, 7.1, 6.2, 2.7, 2.6, 2.3, 1.0, 0.9, 0.8]","['ひこう', 'はがね', 'あく', 'じめん', 'ほのお', 'どく', 'でんき', 'フェアリー', 'こおり', 'みず']","[37.3, 25.9, 13.8, 5.9, 3.8, 2.9, 2.4, 1.9, 1.9, 1.6]"
0282-000,75,282,0,サーナイト,,サーナイト,"['ムーンフォース', 'マジカルフレイム', 'サイコキネシス', 'トリック', 'サイコショック', '１０まんボルト', 'みちづれ', 'シャドーボール', 'アンコール', 'エナジーボール']","[93.4, 62.9, 44.4, 42.4, 31.8, 13.7, 12.4, 9.1, 8.7, 8.4]","['トレース', 'シンクロ', 'テレパシー']","[87.9, 10.7, 1.4]","['こだわりスカーフ', 'とつげきチョッキ', 'きあいのタスキ', 'こだわりメガネ', 'からぶりほけん', 'たべのこし', 'いのちのたま', 'オボンのみ', 'ものしりメガネ', 'おんみつマント']","[49.9, 17.4, 11.0, 3.2, 2.3, 1.9, 1.5, 1.3, 1.2, 1.0]","['ほのお', 'フェアリー', 'ノーマル', 'エスパー', 'はがね', 'でんき', 'みず', 'あく', 'かくとう', 'ゴースト']","[53.3, 16.1, 7.0, 5.6, 5.0, 3.1, 1.8, 1.6, 1.6, 1.5]"
0925-000,76,925,0,イッカネズミ,,イッカネズミ,"['ネズミざん', 'おかたづけ', 'アンコール', 'タネマシンガン', 'かみつく', 'じゃれつく', 'バトンタッチ', 'でんじは', 'シャドークロー', 'いかりのまえば']","[93.0, 86.1, 47.6, 37.4, 33.7, 19.2, 16.3, 7.2, 6.5, 6.4]","['テクニシャン', 'ほおぶくろ', 'フレンドガード']","[90.5, 8.1, 1.4]","['こうかくレンズ', 'おうじゃのしるし', 'オボンのみ', 'いかさまダイス', 'ぼうごパット', 'こだわりスカーフ', 'きあいのタスキ', 'チイラのみ', 'こだわりハチマキ', 'フィラのみ']","[73.4, 5.2, 4.2, 3.8, 2.5, 2.0, 1.7, 1.1, 1.0, 0.9]","['ノーマル', 'ゴースト', 'あく', 'フェアリー', 'ほのお', 'くさ', 'はがね', 'ひこう', 'どく', 'じめん']","[65.4, 19.9, 4.8, 2.6, 1.3, 1.1, 1.1, 0.7, 0.7, 0.5]"
0982-000,77,982,0,ノココッチ,,ノココッチ,"['へびにらみ', 'ステルスロック', 'ばくおんぱ', 'はねやすめ', 'だいちのちから', 'ドラゴンテール', 'あくび', 'れいとうビーム', 'とぐろをまく', 'かえんほうしゃ']","[54.2, 53.0, 51.4, 33.2, 23.1, 22.3, 19.5, 19.0, 14.6, 14.4]","['てんのめぐみ', 'びびり', 'にげあし']","[70.5, 25.9, 3.7]","['オボンのみ', 'メンタルハーブ', 'たべのこし', 'とつげきチョッキ', 'ゴツゴツメット', 'ひかりのこな', 'おうじゃのしるし', 'せんせいのツメ', 'レッドカード', 'ラムのみ']","[47.0, 12.9, 10.1, 7.1, 4.0, 1.6, 1.4, 1.4, 1.3, 1.3]","['ノーマル', 'ゴースト', 'フェアリー', 'ひこう', 'どく', 'ほのお', 'じめん', 'ドラゴン', 'くさ', 'みず']","[32.9, 22.4, 14.3, 7.2, 6.9, 3.5, 2.8, 2.4, 2.2, 1.4]"
0855-000,78,855,0,ポットデス,,ポットデス,"['からをやぶる', 'アシストパワー', 'シャドーボール', 'テラバースト', 'ちからをすいとる', 'バトンタッチ', 'みがわり', 'ギガドレイン', 'ふいうち', 'めいそう']","[88.2, 70.3, 69.9, 44.5, 41.0, 30.6, 10.5, 10.3, 9.8, 8.2]","['のろわれボディ', 'くだけるよろい']","[56.8, 43.2]","['しろいハーブ', 'きあいのタスキ', 'ラムのみ', 'メンタルハーブ', 'こだわりスカーフ', 'サンのみ', 'じゃくてんほけん', 'おんみつマント', 'こだわりメガネ', 'カムラのみ']","[53.4, 36.2, 1.7, 1.6, 1.2, 1.1, 0.8, 0.6, 0.4, 0.4]","['かくとう', 'ノーマル', 'フェアリー', 'ゴースト', 'あく', 'はがね', 'エスパー', 'ほのお', 'くさ', 'みず']","[54.7, 20.2, 6.4, 3.5, 3.4, 2.9, 1.8, 1.6, 1.2, 1.1]"
0745-002,79,745,2,ルガルガン,たそがれのすがた,ルガルガン(たそがれ),"['アクセルロック', 'インファイト', 'じゃれつく', 'ステルスロック', 'ドリルライナー', 'ふいうち', 'カウンター', 'ちょうはつ', 'かみくだく', 'つるぎのまい']","[96.0, 54.7, 37.8, 33.3, 24.9, 19.2, 17.1, 16.8, 16.4, 15.3]",['かたいツメ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'かたいいし', 'いかさまダイス', 'こだわりスカーフ', 'たつじんのおび', 'ちからのハチマキ', 'とつげきチョッキ', 'おうじゃのしるし']","[79.6, 11.5, 3.8, 0.8, 0.7, 0.7, 0.5, 0.4, 0.4, 0.2]","['いわ', 'フェアリー', 'かくとう', 'ゴースト', 'あく', 'エスパー', 'じめん', 'こおり', 'はがね', 'くさ']","[45.2, 16.9, 15.7, 3.4, 3.4, 2.7, 2.0, 1.9, 1.7, 1.6]"
0426-000,80,426,0,フワライド,,フワライド,"['ちいさくなる', 'バトンタッチ', 'みがわり', 'ちからをすいとる', 'たくわえる', 'シャドーボール', 'さいみんじゅつ', 'みちづれ', 'エアスラッシュ', 'おにび']","[81.5, 78.8, 60.1, 49.2, 26.5, 17.9, 9.4, 8.8, 7.9, 7.6]","['かるわざ', 'ねつぼうそう', 'ゆうばく']","[90.2, 5.1, 4.6]","['サイコシード', 'オボンのみ', 'からぶりほけん', 'グラスシード', 'エレキシード', 'じゃくてんほけん', 'メンタルハーブ', 'かえんだま', 'きあいのタスキ', 'レッドカード']","[24.3, 21.4, 7.5, 7.0, 6.9, 5.9, 5.2, 4.7, 3.3, 2.9]","['あく', 'ノーマル', 'はがね', 'ひこう', 'フェアリー', 'かくとう', 'ゴースト', 'でんき', 'どく', 'ほのお']","[51.8, 21.0, 4.8, 4.4, 4.2, 2.7, 2.6, 2.5, 1.3, 0.7]"
0995-000,81,995,0,テツノイバラ,,テツノイバラ,"['ロックブラスト', 'じしん', 'りゅうのまい', 'ミサイルばり', 'ワイルドボルト', 'テラバースト', 'れいとうパンチ', 'ステルスロック', 'ストーンエッジ', 'かみなりパンチ']","[63.1, 62.6, 60.5, 38.7, 32.2, 17.0, 15.0, 12.9, 11.2, 10.8]",['クォークチャージ'],[100.0],"['いかさまダイス', 'ブーストエナジー', 'ふうせん', 'とつげきチョッキ', 'エレキシード', 'たべのこし', 'オボンのみ', 'こだわりスカーフ', 'いのちのたま', 'じゃくてんほけん']","[52.7, 19.8, 8.9, 4.1, 2.4, 2.3, 1.5, 1.0, 1.0, 0.8]","['むし', 'ひこう', 'でんき', 'こおり', 'くさ', 'いわ', 'フェアリー', 'じめん', 'みず', 'かくとう']","[42.7, 21.3, 11.0, 6.9, 5.0, 4.7, 3.7, 1.6, 0.8, 0.8]"
0135-000,82,135,0,サンダース,,サンダース,"['テラバースト', '１０まんボルト', 'ボルトチェンジ', 'シャドーボール', 'でんじは', 'まもる', 'めいそう', 'みがわり', 'あくび', 'バトンタッチ']","[74.3, 69.9, 68.7, 58.7, 22.2, 16.7, 11.5, 9.9, 9.8, 8.2]","['ちくでん', 'はやあし']","[68.8, 31.2]","['かえんだま', 'こだわりメガネ', 'きあいのタスキ', 'ひかりのこな', 'いのちのたま', 'こだわりスカーフ', 'オボンのみ', 'とつげきチョッキ', 'たつじんのおび', 'ふうせん']","[24.0, 13.8, 11.7, 10.1, 10.0, 5.4, 4.7, 4.0, 3.9, 2.8]","['こおり', 'フェアリー', 'ひこう', 'みず', 'でんき', 'ゴースト', 'じめん', 'ほのお', 'ノーマル', 'かくとう']","[59.0, 12.4, 6.0, 5.6, 4.7, 2.5, 2.2, 2.0, 1.4, 1.3]"
0128-002,83,128,2,ケンタロス,パルデアのすがた,ケンタロス(パルデア炎),"['インファイト', 'レイジングブル', 'じしん', 'おにび', 'テラバースト', 'フレアドライブ', 'ニトロチャージ', 'ビルドアップ', 'がんせきふうじ', 'ストーンエッジ']","[90.1, 89.4, 53.4, 50.5, 19.7, 15.5, 13.4, 10.4, 10.0, 7.9]","['いかく', 'はんすう', 'いかりのつぼ']","[88.7, 7.9, 3.4]","['オボンのみ', 'だっしゅつパック', 'とつげきチョッキ', 'ものまねハーブ', 'こだわりハチマキ', 'いのちのたま', 'ゴツゴツメット', 'たつじんのおび', 'こだわりスカーフ', 'ラムのみ']","[17.5, 15.6, 10.6, 8.2, 7.0, 6.0, 4.9, 4.6, 4.4, 4.2]","['かくとう', 'フェアリー', 'ほのお', 'こおり', 'じめん', 'くさ', 'ひこう', 'はがね', 'みず', 'ゴースト']","[18.0, 15.7, 15.5, 12.7, 10.0, 8.2, 4.8, 2.9, 2.3, 2.1]"
0972-000,84,972,0,ハカドッグ,,ハカドッグ,"['おはかまいり', 'かげうち', 'テラバースト', 'じゃれつく', 'みがわり', 'ボディプレス', 'おにび', 'あくび', 'まもる', 'みちづれ']","[93.8, 69.7, 43.6, 43.1, 30.6, 23.1, 20.7, 8.8, 7.5, 7.0]","['すなかき', 'もふもふ']","[65.0, 35.0]","['いのちのたま', 'たべのこし', 'とつげきチョッキ', 'のろいのおふだ', 'こだわりハチマキ', 'ゴツゴツメット', 'こだわりスカーフ', 'オボンのみ', 'じゃくてんほけん', 'きあいのタスキ']","[50.7, 8.8, 7.9, 7.0, 5.4, 5.0, 3.1, 2.4, 1.6, 1.2]","['かくとう', 'ゴースト', 'ノーマル', 'フェアリー', 'みず', 'じめん', 'ほのお', 'あく', 'ひこう', 'いわ']","[56.2, 30.6, 4.1, 2.5, 1.6, 1.5, 0.8, 0.7, 0.5, 0.4]"
0873-000,85,873,0,モスノウ,,モスノウ,"['ちょうのまい', 'テラバースト', 'れいとうビーム', 'むしのさざめき', 'ギガドレイン', 'みがわり', 'ふぶき', 'まとわりつく', 'ぼうふう', 'マジカルシャイン']","[91.5, 83.5, 72.9, 43.3, 40.5, 30.5, 13.8, 3.1, 2.9, 2.3]","['こおりのりんぷん', 'りんぷん']","[99.2, 0.8]","['たべのこし', 'オボンのみ', 'あつぞこブーツ', 'とつげきチョッキ', 'おんみつマント', 'ラムのみ', 'じゃくてんほけん', 'いのちのたま', 'きあいのタスキ', 'ものまねハーブ']","[50.9, 13.4, 11.1, 5.7, 4.3, 3.5, 2.2, 1.0, 0.9, 0.5]","['みず', 'じめん', 'ほのお', 'でんき', 'ゴースト', 'いわ', 'あく', 'こおり', 'かくとう', 'どく']","[65.2, 15.1, 6.0, 2.3, 1.9, 1.8, 1.1, 1.1, 0.8, 0.8]"
0945-000,86,945,0,タギングル,,タギングル,"['アンコール', 'みがわり', 'どくどく', 'はたきおとす', 'まねっこ', 'まもる', 'すてゼリフ', 'すりかえ', 'あなをほる', 'ちょうはつ']","[51.2, 51.1, 49.5, 48.5, 23.2, 21.0, 20.4, 19.6, 14.3, 13.6]","['いたずらごころ', 'かるわざ', 'どくしゅ']","[86.1, 11.0, 2.9]","['くろいヘドロ', 'こうこうのしっぽ', 'たべのこし', 'ものまねハーブ', 'きあいのタスキ', 'ふうせん', 'こだわりスカーフ', 'こだわりハチマキ', 'オボンのみ', 'メンタルハーブ']","[31.1, 20.4, 12.4, 8.2, 6.3, 4.4, 2.9, 2.0, 1.9, 1.3]","['ひこう', 'ゴースト', 'あく', 'フェアリー', 'どく', 'ノーマル', 'こおり', 'むし', 'じめん', 'みず']","[55.6, 15.1, 5.8, 3.7, 3.4, 3.4, 2.7, 2.6, 2.1, 1.3]"
0571-000,87,571,0,ゾロアーク,,ゾロアーク,"['ナイトバースト', 'かえんほうしゃ', 'トリック', 'とんぼがえり', 'ふいうち', 'ちょうはつ', 'はたきおとす', 'テラバースト', 'ヘドロばくだん', 'くさむすび']","[71.5, 52.3, 42.8, 29.6, 22.6, 22.3, 20.8, 19.8, 16.0, 14.0]",['イリュージョン'],[100.0],"['こだわりスカーフ', 'きあいのタスキ', 'こだわりメガネ', 'いのちのたま', 'こだわりハチマキ', 'ふうせん', 'くろいメガネ', 'たつじんのおび', 'ひかりのこな', 'ものしりメガネ']","[36.6, 35.0, 10.8, 6.3, 2.1, 1.6, 1.1, 0.9, 0.6, 0.5]","['あく', 'フェアリー', 'こおり', 'ほのお', 'どく', 'はがね', 'ゴースト', 'かくとう', 'くさ', 'じめん']","[36.8, 29.7, 8.6, 4.8, 3.6, 3.0, 2.5, 2.2, 2.0, 1.9]"
0297-000,88,297,0,ハリテヤマ,,ハリテヤマ,"['バレットパンチ', 'ドレインパンチ', 'ぶちかまし', 'ねこだまし', 'はたきおとす', 'インファイト', 'じしん', 'れいとうパンチ', 'ヘビーボンバー', 'はらだいこ']","[92.4, 74.7, 66.6, 60.3, 28.9, 20.7, 13.1, 10.4, 5.6, 5.3]","['こんじょう', 'あついしぼう', 'ちからずく']","[74.9, 24.0, 1.1]","['かえんだま', 'とつげきチョッキ', 'オボンのみ', 'いのちのたま', 'パンチグローブ', 'たべのこし', 'たつじんのおび', 'どくどくだま', 'こだわりハチマキ', 'ラムのみ']","[68.8, 23.3, 3.6, 1.1, 1.1, 0.4, 0.3, 0.3, 0.2, 0.1]","['はがね', 'かくとう', 'ノーマル', 'じめん', 'でんき', 'ほのお', 'どく', 'フェアリー', 'あく', 'こおり']","[88.0, 4.0, 2.2, 2.2, 0.6, 0.6, 0.5, 0.4, 0.3, 0.3]"
0663-000,89,663,0,ファイアロー,,ファイアロー,"['ブレイブバード', 'フレアドライブ', 'はねやすめ', 'ちょうはつ', 'おにび', 'とんぼがえり', 'おいかぜ', 'ほのおのうず', 'かえんほうしゃ', 'テラバースト']","[49.4, 46.9, 45.7, 45.3, 43.7, 33.1, 24.0, 20.0, 13.9, 13.0]","['はやてのつばさ', 'ほのおのからだ']","[58.1, 41.9]","['ゴツゴツメット', 'こだわりハチマキ', 'あつぞこブーツ', 'こだわりメガネ', 'するどいくちばし', 'いのちのたま', 'きあいのタスキ', 'だっしゅつボタン', 'オボンのみ', 'たべのこし']","[33.7, 21.2, 11.0, 5.9, 4.0, 3.8, 3.2, 3.1, 2.7, 1.4]","['ひこう', 'くさ', 'ノーマル', 'はがね', 'フェアリー', 'こおり', 'じめん', 'でんき', 'みず', 'ほのお']","[58.5, 9.8, 6.1, 3.9, 3.2, 3.1, 2.9, 2.2, 2.0, 2.0]"
0479-005,90,479,5,ロトム,カットロトム,カットロトム,"['リーフストーム', 'ボルトチェンジ', 'トリック', '１０まんボルト', 'テラバースト', 'ほうでん', 'おにび', 'あくのはどう', 'シャドーボール', 'でんじは']","[94.8, 88.2, 63.0, 39.7, 26.9, 17.2, 15.1, 12.2, 10.8, 8.2]",['ふゆう'],[100.0],"['こだわりメガネ', 'こだわりスカーフ', 'オボンのみ', 'たつじんのおび', 'とつげきチョッキ', 'だっしゅつパック', 'おんみつマント', 'たべのこし', 'こうかくレンズ', 'ゴツゴツメット']","[52.4, 19.0, 6.6, 4.3, 4.1, 2.7, 2.6, 2.1, 1.0, 0.8]","['でんき', 'フェアリー', 'ゴースト', 'はがね', 'ほのお', 'あく', 'みず', 'どく', 'かくとう', 'こおり']","[31.8, 26.9, 12.2, 7.6, 6.1, 3.4, 3.2, 1.9, 1.4, 1.4]"
0949-000,91,949,0,リククラゲ,,リククラゲ,"['キノコのほうし', 'だいちのちから', 'ギガドレイン', 'やどりぎのタネ', 'みがわり', 'たたりめ', 'ヘドロばくだん', 'テラバースト', 'リーフストーム', 'アシッドボム']","[92.8, 79.1, 49.5, 43.1, 22.4, 14.1, 13.1, 12.3, 12.0, 11.1]",['きんしのちから'],[100.0],"['たべのこし', 'きあいのタスキ', 'たつじんのおび', 'オボンのみ', 'おおきなねっこ', 'おんみつマント', 'メンタルハーブ', 'いのちのたま', 'とつげきチョッキ', 'レッドカード']","[32.6, 12.5, 10.4, 9.2, 7.3, 6.1, 4.0, 3.8, 2.6, 2.2]","['ほのお', 'みず', 'じめん', 'はがね', 'フェアリー', 'どく', 'くさ', 'いわ', 'ノーマル', 'ゴースト']","[26.7, 18.8, 10.7, 7.8, 7.2, 7.0, 4.1, 3.0, 2.9, 2.6]"
0398-000,92,398,0,ムクホーク,,ムクホーク,"['ブレイブバード', 'インファイト', 'とんぼがえり', 'すてみタックル', 'でんこうせっか', 'いのちがけ', 'テラバースト', 'がむしゃら', 'おいかぜ', 'ふきとばし']","[98.1, 92.1, 76.4, 70.3, 19.7, 15.0, 8.2, 5.2, 3.4, 2.4]","['すてみ', 'いかく']","[80.7, 19.3]","['こだわりスカーフ', 'こだわりハチマキ', 'いのちのたま', 'きあいのタスキ', 'とつげきチョッキ', 'だっしゅつパック', 'するどいくちばし', 'ラムのみ', 'オボンのみ', 'ちからのハチマキ']","[75.7, 11.6, 3.4, 2.4, 1.7, 0.7, 0.5, 0.4, 0.4, 0.4]","['ひこう', 'ノーマル', 'かくとう', 'はがね', 'ゴースト', 'ほのお', 'じめん', 'フェアリー', 'こおり', 'あく']","[64.1, 17.1, 4.9, 3.8, 2.5, 2.4, 1.7, 1.1, 0.8, 0.4]"
0302-000,93,302,0,ヤミラミ,,ヤミラミ,"['アンコール', 'イカサマ', 'おにび', 'かなしばり', 'じこさいせい', 'リフレクター', 'ひかりのかべ', 'みがわり', 'はたきおとす', 'ちょうはつ']","[74.0, 60.8, 44.8, 36.0, 31.9, 22.6, 21.1, 17.4, 15.4, 14.9]","['いたずらごころ', 'あとだし', 'するどいめ']","[99.1, 0.6, 0.2]","['たべのこし', 'ひかりのねんど', 'ゴツゴツメット', 'きあいのタスキ', 'こうこうのしっぽ', 'オボンのみ', 'おんみつマント', 'だっしゅつボタン', 'こうかくレンズ', 'ふうせん']","[31.4, 19.3, 16.0, 11.7, 4.2, 3.2, 1.7, 1.6, 1.3, 1.2]","['あく', 'はがね', 'ノーマル', 'フェアリー', 'どく', 'ゴースト', 'ひこう', 'ほのお', 'じめん', 'くさ']","[26.1, 13.7, 12.7, 12.6, 10.2, 7.2, 4.7, 4.6, 1.7, 1.7]"
0471-000,94,471,0,グレイシア,,グレイシア,"['フリーズドライ', 'テラバースト', 'こおりのつぶて', 'ミラーコート', 'シャドーボール', 'れいとうビーム', 'ふぶき', 'マッドショット', 'あくび', 'めいそう']","[94.4, 68.2, 48.3, 35.2, 33.5, 24.8, 22.1, 20.6, 9.6, 8.5]","['ゆきがくれ', 'アイスボディ']","[72.1, 27.9]","['とつげきチョッキ', 'きあいのタスキ', 'たつじんのおび', 'ラムのみ', 'たべのこし', 'こだわりメガネ', 'ひかりのこな', 'オボンのみ', 'いのちのたま', 'とけないこおり']","[37.7, 13.1, 6.0, 5.7, 5.7, 5.7, 5.2, 4.9, 4.3, 2.9]","['ほのお', 'みず', 'じめん', 'かくとう', 'こおり', 'ゴースト', 'ノーマル', 'ひこう', 'はがね', 'どく']","[33.0, 27.0, 20.3, 6.5, 4.7, 3.9, 1.1, 0.8, 0.6, 0.5]"
0920-000,95,920,0,エクスレッグ,,エクスレッグ,"['ふいうち', 'であいがしら', 'とんぼがえり', 'じごくづき', 'ちょうはつ', 'きゅうけつ', 'かかとおとし', 'つるぎのまい', 'とびかかる', 'かわらわり']","[93.6, 88.7, 68.8, 43.4, 27.5, 19.1, 19.0, 13.7, 9.5, 3.2]","['いろめがね', 'むしのしらせ']","[97.7, 2.3]","['いのちのたま', 'こだわりハチマキ', 'きあいのタスキ', 'ぎんのこな', 'こだわりスカーフ', 'ちからのハチマキ', 'くろいメガネ', 'とつげきチョッキ', 'ひかりのこな', 'だっしゅつボタン']","[62.3, 14.3, 13.1, 4.1, 1.1, 0.9, 0.7, 0.6, 0.4, 0.3]","['むし', 'あく', 'かくとう', 'みず', 'ほのお', 'はがね', 'エスパー', 'フェアリー', 'ドラゴン', 'じめん']","[88.1, 9.8, 0.7, 0.4, 0.3, 0.3, 0.2, 0.1, 0.1, 0.0]"
0707-000,96,707,0,クレッフィ,,クレッフィ,"['リフレクター', 'ひかりのかべ', 'てっていこうせん', 'でんじは', 'ドレインキッス', 'まきびし', 'めいそう', 'イカサマ', 'てっぺき', 'アシストパワー']","[68.0, 66.1, 53.5, 41.9, 20.5, 19.5, 17.6, 16.7, 16.6, 13.5]","['いたずらごころ', 'マジシャン']","[99.2, 0.8]","['ひかりのねんど', 'たべのこし', 'じゃくてんほけん', 'こだわりメガネ', 'しめったいわ', 'こうこうのしっぽ', 'ゴツゴツメット', 'オボンのみ', 'だっしゅつボタン', 'レッドカード']","[61.2, 7.6, 6.0, 3.9, 2.5, 2.4, 1.8, 1.8, 1.6, 1.4]","['フェアリー', 'エスパー', 'じめん', 'みず', 'はがね', 'ひこう', 'ノーマル', 'でんき', 'あく', 'かくとう']","[53.6, 21.0, 5.4, 5.2, 4.1, 2.8, 2.2, 1.8, 1.6, 0.9]"
0876-001,97,876,1,イエッサン,メスのすがた,イエッサン(メス),"['サイコキネシス', 'いやしのねがい', 'リフレクター', 'トリックルーム', 'トリック', 'ひかりのかべ', 'バトンタッチ', 'マジカルシャイン', 'シャドーボール', 'めいそう']","[81.1, 77.7, 49.3, 44.2, 28.8, 24.4, 22.9, 16.8, 12.2, 8.8]","['サイコメイカー', 'マイペース', 'シンクロ']","[99.6, 0.2, 0.2]","['こだわりスカーフ', 'グランドコート', 'サイコシード', 'ひかりのねんど', 'きあいのタスキ', 'メンタルハーブ', 'こだわりメガネ', 'ナモのみ', 'ぼうじんゴーグル', 'オボンのみ']","[28.8, 26.8, 17.3, 5.8, 5.8, 4.6, 2.1, 2.0, 1.1, 0.9]","['エスパー', 'フェアリー', 'かくとう', 'ほのお', 'ノーマル', 'はがね', 'くさ', 'あく', 'ゴースト', 'ドラゴン']","[25.1, 24.8, 14.3, 6.0, 5.3, 5.1, 3.4, 3.0, 2.6, 2.5]"
0128-003,98,128,3,ケンタロス,パルデアのすがた,ケンタロス(パルデア水),"['アクアジェット', 'レイジングブル', 'インファイト', 'ビルドアップ', 'ボディプレス', 'ウェーブタックル', 'テラバースト', 'じしん', 'ワイルドボルト', 'アイアンヘッド']","[81.6, 77.5, 67.5, 35.6, 27.6, 23.5, 21.1, 19.3, 7.8, 7.5]","['いかく', 'はんすう', 'いかりのつぼ']","[83.1, 13.9, 3.0]","['たべのこし', 'とつげきチョッキ', 'オボンのみ', 'こだわりハチマキ', 'いのちのたま', 'ゴツゴツメット', 'きあいのタスキ', 'ラムのみ', 'たつじんのおび', 'ものまねハーブ']","[20.1, 17.3, 17.2, 11.2, 6.8, 4.7, 4.1, 3.3, 1.7, 1.7]","['みず', 'はがね', 'フェアリー', 'こおり', 'じめん', 'かくとう', 'でんき', 'ほのお', 'どく', 'くさ']","[21.8, 16.0, 15.5, 14.8, 6.2, 5.3, 4.4, 3.8, 3.0, 2.0]"
0113-000,99,113,0,ラッキー,,ラッキー,"['タマゴうみ', 'ちきゅうなげ', 'ステルスロック', 'めいそう', 'でんじは', 'あまえる', 'シャドーボール', 'うたう', 'かえんほうしゃ', 'いやしのねがい']","[98.0, 70.9, 70.4, 37.6, 26.1, 23.7, 19.9, 18.9, 3.7, 3.5]","['しぜんかいふく', 'てんのめぐみ', 'いやしのこころ']","[92.3, 6.7, 1.1]","['しんかのきせき', 'たべのこし', 'かわらずのいし', 'どくどくだま', 'のろいのおふだ', 'おんみつマント', 'かえんだま', 'メンタルハーブ', 'メトロノーム', 'レッドカード']","[99.6, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['あく', 'ゴースト', 'どく', 'フェアリー', 'はがね', 'ノーマル', 'ひこう', 'くさ', 'エスパー', 'ほのお']","[56.8, 17.5, 8.9, 6.6, 1.9, 1.8, 1.6, 0.9, 0.8, 0.8]"
0576-000,100,576,0,ゴチルゼル,,ゴチルゼル,"['ねむる', 'めいそう', 'あまえる', 'アシストパワー', 'サイコキネシス', 'トリック', 'テラバースト', 'ちょうはつ', 'みがわり', '１０まんボルト']","[72.0, 61.1, 52.2, 50.6, 28.3, 27.3, 17.2, 16.3, 11.7, 9.4]","['かげふみ', 'かちき', 'おみとおし']","[98.5, 1.1, 0.4]","['たべのこし', 'こだわりスカーフ', 'おんみつマント', 'カゴのみ', 'ぼうじんゴーグル', 'こだわりメガネ', 'オボンのみ', 'ラムのみ', 'ふうせん', 'ゴツゴツメット']","[25.5, 22.5, 19.5, 8.2, 7.1, 5.5, 2.4, 1.7, 0.9, 0.7]","['ひこう', 'フェアリー', 'はがね', 'あく', 'かくとう', 'ノーマル', 'みず', 'ほのお', 'どく', 'エスパー']","[38.1, 24.9, 6.2, 6.1, 5.0, 5.0, 2.3, 2.2, 1.9, 1.8]"
0763-000,101,763,0,アマージョ,,アマージョ,"['とびひざげり', 'じゃれつく', 'トロピカルキック', 'パワーウィップ', 'テラバースト', 'くさわけ', 'とんぼがえり', 'こうごうせい', 'こうそくスピン', 'ちょうはつ']","[66.4, 55.9, 50.0, 44.9, 38.3, 31.9, 22.5, 16.3, 12.6, 11.5]","['じょおうのいげん', 'スイートベール', 'リーフガード']","[97.2, 2.2, 0.5]","['とつげきチョッキ', 'いのちのたま', 'こだわりスカーフ', 'ゴツゴツメット', 'こうかくレンズ', 'きあいのタスキ', 'じゃくてんほけん', 'こだわりハチマキ', 'ラムのみ', 'オボンのみ']","[16.2, 14.0, 12.5, 8.9, 8.8, 5.4, 4.2, 3.7, 3.6, 3.6]","['フェアリー', 'ほのお', 'いわ', 'あく', 'かくとう', 'みず', 'くさ', 'こおり', 'ノーマル', 'じめん']","[25.3, 18.6, 13.4, 6.4, 6.1, 6.0, 4.8, 4.4, 3.6, 2.6]"
0693-000,102,693,0,ブロスター,,ブロスター,"['はどうだん', 'みずのはどう', 'あくのはどう', 'アクアジェット', 'りゅうのはどう', 'れいとうビーム', 'ヘドロばくだん', 'ハイドロポンプ', 'テラバースト', 'ラスターカノン']","[97.1, 91.5, 90.5, 58.3, 41.3, 9.5, 3.3, 2.3, 2.1, 1.2]",['メガランチャー'],[100.0],"['とつげきチョッキ', 'こだわりメガネ', 'いのちのたま', 'たつじんのおび', 'ものしりメガネ', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'せんせいのツメ', 'おんみつマント']","[69.1, 8.7, 5.7, 5.3, 2.4, 1.7, 1.6, 1.3, 1.2, 1.2]","['あく', 'かくとう', 'みず', 'ドラゴン', 'はがね', 'ゴースト', 'フェアリー', 'どく', 'こおり', 'じめん']","[30.2, 22.6, 15.0, 13.3, 4.7, 2.6, 2.1, 2.0, 1.7, 1.2]"
