,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0973-000,74,973,0,カラミンゴ,,カラミンゴ,"['インファイト', 'ブレイブバード', 'とんぼがえり', 'じごくづき', 'ちょうはつ', 'フェイント', 'アクアブレイク', 'つるぎのまい', 'ローキック', 'おいかぜ']","[98.4, 93.6, 74.3, 44.6, 23.3, 11.1, 9.9, 5.7, 4.7, 4.4]","['きもったま', 'ちどりあし', 'きょうえん']","[99.6, 0.3, 0.1]","['こだわりスカーフ', 'きあいのタスキ', 'いのちのたま', 'おんみつマント', 'こだわりハチマキ', 'ラムのみ', 'カムラのみ', 'たつじんのおび', 'とつげきチョッキ', 'ぼうじんゴーグル']","[67.9, 9.8, 6.9, 4.9, 4.5, 1.1, 0.7, 0.6, 0.5, 0.4]","['かくとう', 'ひこう', 'こおり', 'はがね', 'フェアリー', 'ゴースト', 'むし', 'じめん', 'ノーマル', 'あく']","[84.7, 8.5, 1.3, 1.2, 0.9, 0.6, 0.5, 0.5, 0.5, 0.3]"
0745-002,75,745,2,ルガルガン,たそがれのすがた,ルガルガン(たそがれ),"['アクセルロック', 'インファイト', 'ステルスロック', 'カウンター', 'ふいうち', 'ちょうはつ', 'かみくだく', 'じゃれつく', 'つるぎのまい', 'ドリルライナー']","[91.8, 58.3, 32.8, 25.3, 22.3, 22.1, 21.5, 20.8, 17.9, 15.1]",['かたいツメ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'こだわりスカーフ', 'たつじんのおび', 'ちからのハチマキ', 'かたいいし', 'とつげきチョッキ', 'いかさまダイス', 'だっしゅつパック']","[76.3, 10.8, 5.1, 1.3, 1.0, 0.9, 0.8, 0.5, 0.4, 0.3]","['いわ', 'かくとう', 'フェアリー', 'あく', 'エスパー', 'はがね', 'ドラゴン', 'くさ', 'ほのお', 'こおり']","[43.6, 14.9, 11.2, 6.2, 5.4, 5.2, 2.6, 2.1, 1.8, 1.7]"
0873-000,76,873,0,モスノウ,,モスノウ,"['ちょうのまい', 'テラバースト', 'れいとうビーム', 'むしのさざめき', 'ギガドレイン', 'みがわり', 'ふぶき', 'エアスラッシュ', 'マジカルシャイン', 'ぼうふう']","[89.7, 83.2, 69.8, 47.7, 44.4, 20.4, 16.2, 5.6, 3.2, 3.1]","['こおりのりんぷん', 'りんぷん']","[98.9, 1.1]","['たべのこし', 'オボンのみ', 'あつぞこブーツ', 'とつげきチョッキ', 'ラムのみ', 'じゃくてんほけん', 'おんみつマント', 'きあいのタスキ', 'いのちのたま', 'ものまねハーブ']","[42.9, 14.1, 12.3, 6.4, 5.5, 2.9, 2.5, 2.0, 1.8, 0.8]","['みず', 'じめん', 'ほのお', 'でんき', 'あく', 'こおり', 'いわ', 'かくとう', 'ノーマル', 'はがね']","[62.2, 12.6, 10.4, 2.4, 1.9, 1.4, 1.4, 1.0, 1.0, 0.9]"
0553-000,77,553,0,ワルビアル,,ワルビアル,"['ステルスロック', 'ちょうはつ', 'がんせきふうじ', 'じしん', 'なげつける', 'かみくだく', 'インファイト', 'ダストシュート', 'げきりん', 'テラバースト']","[67.3, 67.2, 52.6, 50.2, 49.8, 32.2, 16.0, 9.4, 5.3, 5.1]","['いかく', 'じしんかじょう', 'いかりのつぼ']","[81.4, 17.0, 1.6]","['でんきだま', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'オボンのみ', 'いのちのたま', 'ゴツゴツメット', 'こだわりハチマキ', 'たつじんのおび', 'ラムのみ']","[47.6, 14.8, 10.3, 4.8, 4.1, 3.2, 1.9, 1.7, 1.4, 1.4]","['あく', 'じめん', 'どく', 'フェアリー', 'はがね', 'ほのお', 'ドラゴン', 'くさ', 'かくとう', 'こおり']","[20.6, 19.6, 17.8, 8.7, 5.3, 5.2, 4.0, 3.9, 3.7, 2.4]"
0461-000,78,461,0,マニューラ,,マニューラ,"['こおりのつぶて', 'つじぎり', 'ねこだまし', 'けたぐり', 'アイススピナー', 'つららおとし', 'ちょうはつ', 'かわらわり', 'きしかいせい', 'カウンター']","[88.0, 75.6, 54.0, 41.6, 33.1, 13.8, 13.7, 11.9, 11.0, 9.5]","['プレッシャー', 'わるいてぐせ']","[77.6, 22.4]","['いのちのたま', 'きあいのタスキ', 'こだわりハチマキ', 'こだわりスカーフ', 'たつじんのおび', 'おうじゃのしるし', 'でかいきんのたま', 'するどいツメ', 'ちからのハチマキ', 'とけないこおり']","[47.8, 37.4, 5.2, 1.8, 1.6, 0.8, 0.6, 0.6, 0.5, 0.5]","['こおり', 'あく', 'ゴースト', 'かくとう', 'ほのお', 'フェアリー', 'どく', 'でんき', 'じめん', 'ノーマル']","[47.4, 18.8, 10.8, 7.0, 5.6, 2.7, 1.4, 1.2, 1.0, 0.9]"
0967-000,79,967,0,モトトカゲ,,モトトカゲ,"['しっぽきり', 'とんぼがえり', 'りゅうせいぐん', 'オーバーヒート', 'はたきおとす', 'ちょうはつ', 'すてみタックル', 'げきりん', 'ドラゴンクロー', 'テラバースト']","[96.6, 59.4, 49.6, 41.3, 31.1, 26.1, 23.1, 16.0, 8.0, 6.0]","['さいせいりょく', 'だっぴ']","[97.7, 2.3]","['こだわりスカーフ', 'オボンのみ', 'こだわりハチマキ', 'いのちのたま', 'だっしゅつパック', 'きあいのタスキ', 'こだわりメガネ', 'メンタルハーブ', 'フィラのみ', 'たつじんのおび']","[60.3, 13.6, 6.4, 5.6, 2.0, 1.9, 1.3, 0.6, 0.6, 0.6]","['ノーマル', 'ドラゴン', 'フェアリー', 'ほのお', 'はがね', 'ゴースト', 'あく', 'ひこう', 'くさ', 'じめん']","[25.0, 22.5, 18.2, 14.6, 5.2, 3.7, 1.8, 1.6, 1.3, 1.2]"
0135-000,80,135,0,サンダース,,サンダース,"['ボルトチェンジ', 'テラバースト', '１０まんボルト', 'シャドーボール', 'でんじは', 'あくび', 'かみなり', 'まもる', 'めいそう', 'ミサイルばり']","[78.0, 74.5, 73.2, 64.4, 15.0, 12.1, 11.2, 9.6, 9.2, 8.3]","['ちくでん', 'はやあし']","[73.4, 26.6]","['こだわりメガネ', 'いのちのたま', 'かえんだま', 'きあいのタスキ', 'いかさまダイス', 'こだわりスカーフ', 'とつげきチョッキ', 'じしゃく', 'ふうせん', 'ものしりメガネ']","[27.0, 19.8, 15.6, 12.9, 3.8, 3.1, 2.4, 2.1, 1.6, 1.5]","['こおり', 'フェアリー', 'ひこう', 'でんき', 'みず', 'かくとう', 'くさ', 'ゴースト', 'ノーマル', 'ほのお']","[51.5, 15.9, 7.0, 6.8, 6.0, 2.7, 2.2, 1.8, 1.8, 1.3]"
0205-000,81,205,0,フォレトス,,フォレトス,"['ステルスロック', 'ボルトチェンジ', 'ボディプレス', 'てっぺき', 'ジャイロボール', 'だいばくはつ', 'でんじは', 'どくびし', 'アイススピナー', 'こうそくスピン']","[74.9, 64.7, 64.0, 33.0, 22.1, 18.2, 14.9, 13.6, 12.3, 10.7]","['がんじょう', 'ぼうじん']","[69.5, 30.5]","['ゴツゴツメット', 'たべのこし', 'オボンのみ', 'レッドカード', 'しめったいわ', 'メンタルハーブ', 'いかさまダイス', 'ひかりのねんど', 'おんみつマント', 'ぼうじんゴーグル']","[48.6, 9.0, 8.5, 7.5, 5.0, 4.3, 2.7, 2.4, 1.5, 1.5]","['かくとう', 'みず', 'いわ', 'ノーマル', 'むし', 'ゴースト', 'はがね', 'ドラゴン', 'ほのお', 'じめん']","[34.4, 15.0, 8.4, 8.1, 6.6, 6.4, 6.0, 4.8, 3.8, 1.6]"
0972-000,82,972,0,ハカドッグ,,ハカドッグ,"['おはかまいり', 'かげうち', 'じゃれつく', 'テラバースト', 'みがわり', 'ボディプレス', 'おにび', 'あくび', 'かみくだく', 'みちづれ']","[94.3, 69.6, 61.7, 29.1, 16.0, 15.3, 15.3, 12.2, 10.5, 8.2]","['すなかき', 'もふもふ']","[61.4, 38.6]","['いのちのたま', 'こだわりハチマキ', 'とつげきチョッキ', 'のろいのおふだ', 'たべのこし', 'ゴツゴツメット', 'じゃくてんほけん', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ']","[40.2, 10.4, 10.1, 8.3, 7.7, 4.9, 3.6, 3.6, 2.8, 1.7]","['ゴースト', 'かくとう', 'ノーマル', 'フェアリー', 'じめん', 'ほのお', 'みず', 'あく', 'はがね', 'いわ']","[47.1, 38.0, 6.0, 2.9, 2.2, 1.1, 0.7, 0.6, 0.4, 0.3]"
0715-000,83,715,0,オンバーン,,オンバーン,"['りゅうせいぐん', 'ばくおんぱ', 'かえんほうしゃ', 'とんぼがえり', 'エアスラッシュ', 'ちょうはつ', 'りゅうのはどう', 'ぼうふう', 'いかりのまえば', 'ねっぷう']","[58.7, 57.0, 56.3, 44.0, 43.4, 29.0, 24.3, 16.4, 15.2, 9.9]","['おみとおし', 'すりぬけ', 'テレパシー']","[67.0, 32.1, 0.9]","['こだわりメガネ', 'いのちのたま', 'こだわりスカーフ', 'のどスプレー', 'きあいのタスキ', 'だっしゅつパック', 'レッドカード', 'こうかくレンズ', 'ものしりメガネ', 'ラムのみ']","[35.1, 14.4, 10.6, 10.2, 6.9, 6.2, 5.0, 1.8, 0.9, 0.8]","['ノーマル', 'ほのお', 'ひこう', 'ドラゴン', 'フェアリー', 'はがね', 'あく', 'じめん', 'くさ', 'みず']","[67.0, 10.0, 6.3, 5.6, 3.7, 3.6, 0.7, 0.5, 0.5, 0.4]"
0693-000,84,693,0,ブロスター,,ブロスター,"['はどうだん', 'みずのはどう', 'あくのはどう', 'りゅうのはどう', 'アクアジェット', 'れいとうビーム', 'ヘドロばくだん', 'ハイドロポンプ', 'テラバースト', 'とんぼがえり']","[94.3, 92.2, 92.2, 56.8, 40.3, 7.9, 4.2, 3.9, 3.8, 1.3]",['メガランチャー'],[100.0],"['とつげきチョッキ', 'こだわりメガネ', 'いのちのたま', 'たつじんのおび', 'こだわりスカーフ', 'せんせいのツメ', 'オボンのみ', 'ものしりメガネ', 'きあいのタスキ', 'おんみつマント']","[54.0, 15.6, 10.4, 6.0, 5.3, 1.5, 1.3, 1.3, 1.3, 1.1]","['あく', 'ドラゴン', 'みず', 'かくとう', 'はがね', 'フェアリー', 'くさ', 'ほのお', 'でんき', 'じめん']","[35.5, 22.7, 18.3, 6.9, 3.7, 2.9, 2.1, 1.4, 1.3, 1.0]"
0966-000,85,966,0,ブロロローム,,ブロロローム,"['アイアンヘッド', 'ギアチェンジ', 'ダストシュート', 'すてゼリフ', 'どくづき', 'ホイールスピン', 'テラバースト', 'ちょうはつ', 'どくどく', 'じならし']","[67.4, 65.8, 36.6, 33.1, 31.6, 31.2, 30.6, 24.7, 22.0, 17.9]","['ぼうじん', 'フィルター']","[68.4, 31.6]","['ふうせん', 'くろいヘドロ', 'ゴツゴツメット', 'いのちのたま', 'じゃくてんほけん', 'オボンのみ', 'ラムのみ', 'たべのこし', 'きあいのタスキ', 'おんみつマント']","[27.2, 16.3, 12.5, 7.1, 7.0, 6.1, 3.9, 3.3, 2.6, 2.2]","['ひこう', 'ほのお', 'はがね', 'みず', 'どく', 'じめん', 'くさ', 'こおり', 'かくとう', 'フェアリー']","[24.5, 23.6, 11.3, 10.7, 9.4, 5.9, 2.5, 2.4, 2.2, 1.9]"
0134-000,86,134,0,シャワーズ,,シャワーズ,"['なみのり', 'れいとうビーム', 'とける', 'めいそう', 'テラバースト', 'あくび', 'ハイドロポンプ', 'バトンタッチ', 'ねがいごと', 'シャドーボール']","[59.0, 50.5, 35.7, 33.3, 29.0, 26.7, 25.5, 21.7, 21.0, 18.0]","['ちょすい', 'うるおいボディ']","[92.8, 7.2]","['たべのこし', 'オボンのみ', 'とつげきチョッキ', 'こだわりメガネ', 'おんみつマント', 'カゴのみ', 'ゴツゴツメット', 'たつじんのおび', 'ラムのみ', 'いのちのたま']","[38.1, 13.4, 8.7, 8.0, 5.5, 4.5, 3.4, 2.3, 2.0, 1.7]","['くさ', 'ほのお', 'じめん', 'みず', 'ノーマル', 'でんき', 'はがね', 'フェアリー', 'どく', 'こおり']","[23.8, 18.1, 15.1, 8.9, 6.3, 5.8, 4.3, 4.1, 2.8, 2.4]"
0849-000,87,849,0,ストリンダー,ハイなすがた,ストリンダー(ハイ),"['ばくおんぱ', 'オーバードライブ', 'ほっぺすりすり', 'たたりめ', 'ボルトチェンジ', 'ヘドロばくだん', 'アシッドボム', 'バークアウト', 'ギアチェンジ', 'ちょうはつ']","[96.4, 94.4, 56.5, 33.1, 26.7, 23.5, 16.9, 13.1, 10.4, 5.2]","['パンクロック', 'プラス', 'テクニシャン']","[98.6, 0.8, 0.6]","['とつげきチョッキ', 'のどスプレー', 'こだわりメガネ', 'こだわりスカーフ', 'きあいのタスキ', 'いのちのたま', 'ふうせん', 'オボンのみ', 'くろいヘドロ', 'ノーマルジュエル']","[42.6, 13.9, 11.8, 9.0, 5.5, 5.4, 3.9, 2.2, 1.0, 0.7]","['ノーマル', 'でんき', 'ひこう', 'フェアリー', 'くさ', 'どく', 'こおり', 'あく', 'みず', 'はがね']","[90.7, 4.5, 1.7, 0.7, 0.5, 0.5, 0.4, 0.3, 0.1, 0.1]"
0214-000,88,214,0,ヘラクロス,,ヘラクロス,"['インファイト', 'じしん', 'ロックブラスト', 'からげんき', 'ミサイルばり', 'じごくづき', 'くさわけ', 'つるぎのまい', 'メガホーン', 'タネマシンガン']","[89.4, 56.2, 38.8, 33.9, 33.8, 33.3, 28.9, 16.9, 14.7, 12.8]","['こんじょう', 'じしんかじょう', 'むしのしらせ']","[75.0, 24.3, 0.7]","['かえんだま', 'いかさまダイス', 'こだわりスカーフ', 'とつげきチョッキ', 'きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'ラムのみ', 'カムラのみ', 'たつじんのおび']","[65.0, 20.0, 6.1, 2.2, 1.9, 1.3, 0.5, 0.5, 0.5, 0.3]","['いわ', 'ノーマル', 'かくとう', 'フェアリー', 'じめん', 'あく', 'むし', 'はがね', 'ほのお', 'でんき']","[44.6, 26.7, 7.2, 5.9, 2.4, 2.2, 2.2, 1.9, 1.7, 1.3]"
0128-003,89,128,3,ケンタロス,パルデアのすがた,ケンタロス(パルデア水),"['インファイト', 'レイジングブル', 'アクアジェット', 'ウェーブタックル', 'じしん', 'テラバースト', 'ワイルドボルト', 'ビルドアップ', 'アイアンヘッド', 'くさわけ']","[92.8, 76.0, 70.4, 33.2, 29.5, 16.1, 14.7, 14.5, 8.1, 6.5]","['いかく', 'はんすう', 'いかりのつぼ']","[73.3, 21.6, 5.1]","['オボンのみ', 'こだわりハチマキ', 'とつげきチョッキ', 'いのちのたま', 'ラムのみ', 'きあいのタスキ', 'こだわりスカーフ', 'ゴツゴツメット', 'ものまねハーブ', 'たつじんのおび']","[16.9, 15.7, 14.5, 14.4, 5.4, 4.9, 4.3, 3.5, 3.3, 2.2]","['みず', 'かくとう', 'はがね', 'フェアリー', 'ほのお', 'こおり', 'じめん', 'くさ', 'でんき', 'ドラゴン']","[34.2, 9.8, 9.5, 7.7, 7.4, 6.7, 6.2, 4.7, 4.3, 2.0]"
0981-000,90,981,0,リキキリン,,リキキリン,"['ツインビーム', 'マジカルシャイン', 'テラバースト', 'くさむすび', 'シャドーボール', '１０まんボルト', 'わるだくみ', 'トリック', 'トリックルーム', 'サイコショック']","[75.5, 44.4, 41.9, 36.6, 32.3, 20.6, 17.8, 15.6, 11.8, 9.8]","['そうしょく', 'テイルアーマー', 'はんすう']","[60.0, 31.0, 9.0]","['こだわりメガネ', 'オボンのみ', 'とつげきチョッキ', 'いのちのたま', 'たつじんのおび', 'たべのこし', 'ラムのみ', 'きあいのタスキ', 'じゃくてんほけん', 'ナモのみ']","[26.1, 14.3, 10.5, 10.5, 5.5, 4.4, 2.9, 2.3, 2.3, 2.1]","['かくとう', 'フェアリー', 'エスパー', 'ほのお', 'ノーマル', 'じめん', 'みず', 'はがね', 'でんき', 'あく']","[36.1, 31.8, 7.1, 6.9, 5.8, 1.9, 1.9, 1.7, 1.3, 1.3]"
0625-000,91,625,0,キリキザン,,キリキザン,"['アイアンヘッド', 'ふいうち', 'つるぎのまい', 'つじぎり', 'かわらわり', 'ハサミギロチン', 'ちょうはつ', 'テラバースト', 'ステルスロック', 'でんじは']","[88.4, 80.7, 61.4, 35.1, 22.9, 20.7, 16.2, 15.2, 14.8, 9.5]","['まけんき', 'せいしんりょく', 'プレッシャー']","[85.1, 10.2, 4.7]","['しんかのきせき', 'きあいのタスキ', 'たべのこし', 'こだわりスカーフ', 'レッドカード', 'いのちのたま', 'ゴツゴツメット', 'とつげきチョッキ', 'くろいてっきゅう', 'ものまねハーブ']","[97.4, 1.9, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","['あく', 'フェアリー', 'ひこう', 'はがね', 'ゴースト', 'みず', 'かくとう', 'ほのお', 'じめん', 'くさ']","[38.8, 25.5, 14.2, 8.6, 5.6, 1.6, 0.9, 0.9, 0.8, 0.7]"
0199-000,92,199,0,ヤドキング,,ヤドキング,"['さむいギャグ', 'なみのり', 'あくび', 'サイコキネシス', 'トリックルーム', 'かえんほうしゃ', 'なまける', 'サイコショック', 'れいとうビーム', 'トリック']","[69.3, 55.3, 40.1, 37.4, 23.4, 20.3, 16.1, 14.0, 12.1, 11.0]","['さいせいりょく', 'どんかん', 'マイペース']","[86.1, 12.2, 1.6]","['つめたいいわ', 'メンタルハーブ', 'とつげきチョッキ', 'オボンのみ', 'たべのこし', 'こうこうのしっぽ', 'こだわりメガネ', 'ゴツゴツメット', 'おんみつマント', 'ひかりのねんど']","[19.0, 10.5, 9.0, 8.6, 7.9, 6.6, 5.4, 4.8, 3.3, 3.0]","['ほのお', 'みず', 'フェアリー', 'くさ', 'ノーマル', 'あく', 'かくとう', 'はがね', 'ドラゴン', 'どく']","[20.5, 13.6, 9.0, 8.7, 7.7, 6.1, 6.0, 4.5, 3.6, 3.6]"
0982-000,93,982,0,ノココッチ,,ノココッチ,"['へびにらみ', 'ステルスロック', 'ばくおんぱ', 'はねやすめ', 'あくび', 'とぐろをまく', 'だいちのちから', 'バトンタッチ', 'ずつき', 'エアスラッシュ']","[53.3, 48.6, 45.3, 32.5, 28.9, 21.4, 17.1, 16.0, 15.2, 15.1]","['てんのめぐみ', 'びびり', 'にげあし']","[77.1, 19.3, 3.6]","['オボンのみ', 'たべのこし', 'メンタルハーブ', 'ゴツゴツメット', 'おうじゃのしるし', 'ものまねハーブ', 'こだわりメガネ', 'ラムのみ', 'とつげきチョッキ', 'のどスプレー']","[39.2, 18.7, 7.2, 5.3, 2.8, 2.3, 2.2, 2.0, 1.8, 1.5]","['ノーマル', 'ゴースト', 'ひこう', 'フェアリー', 'どく', 'ほのお', 'くさ', 'じめん', 'ドラゴン', 'はがね']","[43.1, 13.2, 12.1, 11.9, 4.7, 2.9, 2.3, 1.8, 1.8, 1.7]"
0080-000,94,80,0,ヤドラン,,ヤドラン,"['なまける', 'なみのり', 'サイコキネシス', 'てっぺき', 'れいとうビーム', 'ボディプレス', 'かえんほうしゃ', 'あくび', 'アシストパワー', 'めいそう']","[55.8, 46.3, 35.6, 30.2, 30.1, 20.9, 20.0, 19.5, 15.8, 13.4]","['さいせいりょく', 'どんかん', 'マイペース']","[68.4, 28.8, 2.8]","['ゴツゴツメット', 'こだわりメガネ', 'たべのこし', 'とつげきチョッキ', 'おんみつマント', 'オボンのみ', 'しんかのきせき', 'いのちのたま', 'たつじんのおび', 'じゃくてんほけん']","[28.5, 16.1, 13.4, 13.3, 7.3, 5.1, 3.0, 2.8, 2.4, 1.3]","['フェアリー', 'みず', 'くさ', 'ノーマル', 'ほのお', 'かくとう', 'あく', 'エスパー', 'どく', 'はがね']","[22.3, 16.2, 14.7, 9.2, 8.0, 6.5, 4.8, 4.7, 3.5, 2.4]"
0842-000,95,842,0,タルップル,,タルップル,"['りんごさん', 'じこさいせい', 'やどりぎのタネ', 'てっぺき', 'りゅうせいぐん', 'ボディプレス', 'リサイクル', 'みがわり', 'りゅうのはどう', 'まもる']","[92.0, 66.5, 65.5, 41.1, 26.4, 20.8, 20.3, 16.9, 10.8, 9.9]","['あついしぼう', 'じゅくせい', 'くいしんぼう']","[74.9, 23.6, 1.5]","['たべのこし', 'オボンのみ', 'おんみつマント', 'ゴツゴツメット', 'とつげきチョッキ', 'フィラのみ', 'マゴのみ', 'じゃくてんほけん', 'ウイのみ', 'だっしゅつパック']","[50.2, 23.7, 7.0, 5.7, 1.6, 1.5, 1.1, 1.0, 1.0, 0.7]","['くさ', 'はがね', 'フェアリー', 'ほのお', 'ひこう', 'みず', 'ノーマル', 'ゴースト', 'ドラゴン', 'どく']","[30.9, 24.5, 13.4, 6.4, 4.6, 3.9, 3.1, 2.7, 2.6, 2.0]"
0229-000,96,229,0,ヘルガー,,ヘルガー,"['あくのはどう', 'かえんほうしゃ', 'みちづれ', 'ふいうち', 'オーバーヒート', 'ほうふく', 'カウンター', 'テラバースト', 'ちょうはつ', 'だいもんじ']","[77.8, 63.3, 57.2, 46.6, 21.0, 20.2, 16.5, 15.0, 13.6, 10.8]","['もらいび', 'はやおき', 'きんちょうかん']","[89.5, 8.0, 2.6]","['きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'とつげきチョッキ', 'こだわりメガネ', 'ふうせん', 'たつじんのおび', 'オボンのみ', 'おうじゃのしるし', 'たべのこし']","[67.9, 8.4, 7.5, 2.5, 2.1, 1.0, 1.0, 0.9, 0.7, 0.6]","['あく', 'フェアリー', 'ゴースト', 'くさ', 'ほのお', 'こおり', 'はがね', 'みず', 'ひこう', 'どく']","[28.2, 19.2, 15.7, 13.7, 12.4, 2.5, 2.2, 1.6, 0.9, 0.7]"
0691-000,97,691,0,ドラミドロ,,ドラミドロ,"['ヘドロばくだん', 'りゅうせいぐん', 'なみのり', 'テラバースト', '１０まんボルト', 'りゅうのはどう', 'ハイドロポンプ', 'シャドーボール', 'きあいだま', 'アシッドボム']","[94.7, 79.8, 40.8, 33.0, 31.3, 30.6, 27.9, 16.1, 10.5, 9.7]","['てきおうりょく', 'どくのトゲ', 'どくしゅ']","[98.8, 0.7, 0.5]","['こだわりメガネ', 'とつげきチョッキ', 'いのちのたま', 'くろいヘドロ', 'たつじんのおび', 'だっしゅつパック', 'ものしりメガネ', 'たべのこし', 'しろいハーブ', 'オボンのみ']","[45.8, 30.6, 11.2, 2.7, 1.3, 1.2, 0.9, 0.9, 0.8, 0.8]","['みず', 'ほのお', 'フェアリー', 'ドラゴン', 'どく', 'でんき', 'じめん', 'はがね', 'あく', 'かくとう']","[48.4, 17.3, 6.1, 4.7, 4.6, 3.8, 2.8, 2.6, 2.4, 2.0]"
0945-000,98,945,0,タギングル,,タギングル,"['アンコール', 'はたきおとす', 'すてゼリフ', 'みがわり', 'どくどく', 'すりかえ', 'ちょうはつ', 'ダストシュート', 'まねっこ', 'とんぼがえり']","[44.6, 42.7, 35.4, 33.0, 28.5, 25.8, 23.4, 20.1, 15.9, 15.8]","['いたずらごころ', 'かるわざ', 'どくしゅ']","[81.6, 14.6, 3.8]","['くろいヘドロ', 'こうこうのしっぽ', 'きあいのタスキ', 'ものまねハーブ', 'たべのこし', 'こだわりスカーフ', 'オボンのみ', 'こだわりハチマキ', 'ふうせん', 'かえんだま']","[21.4, 13.2, 12.7, 12.6, 6.5, 5.7, 4.7, 2.4, 2.3, 1.8]","['ひこう', 'フェアリー', 'あく', 'こおり', 'ゴースト', 'ノーマル', 'どく', 'じめん', 'むし', 'ほのお']","[31.3, 10.6, 9.5, 8.3, 8.0, 7.3, 6.6, 5.9, 2.6, 2.1]"
0113-000,99,113,0,ラッキー,,ラッキー,"['タマゴうみ', 'ちきゅうなげ', 'ステルスロック', 'でんじは', 'めいそう', 'シャドーボール', 'あまえる', 'うたう', 'かえんほうしゃ', 'アシストパワー']","[98.4, 72.1, 61.4, 36.6, 30.1, 22.9, 18.6, 10.0, 8.0, 5.3]","['しぜんかいふく', 'てんのめぐみ', 'いやしのこころ']","[91.2, 6.6, 2.2]","['しんかのきせき', 'かえんだま', 'たべのこし', 'レッドカード', 'ものまねハーブ', 'かわらずのいし', 'せんせいのツメ', 'メンタルハーブ', 'ひかりのこな', 'マゴのみ']","[99.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['ゴースト', 'あく', 'フェアリー', 'ノーマル', 'ひこう', 'はがね', 'みず', 'ほのお', 'どく', 'じめん']","[27.6, 26.3, 19.6, 5.6, 4.2, 2.9, 2.6, 2.3, 2.3, 1.5]"
0576-000,100,576,0,ゴチルゼル,,ゴチルゼル,"['めいそう', 'アシストパワー', 'ねむる', 'あまえる', 'トリック', 'みがわり', 'テラバースト', 'サイコキネシス', 'ちょうはつ', '１０まんボルト']","[68.4, 57.8, 56.1, 32.0, 26.7, 24.4, 21.7, 16.8, 12.6, 11.0]","['かげふみ', 'かちき', 'おみとおし']","[97.5, 1.5, 1.0]","['たべのこし', 'こだわりスカーフ', 'カゴのみ', 'ぼうじんゴーグル', 'こだわりメガネ', 'おんみつマント', 'ラムのみ', 'オボンのみ', 'ふうせん', 'イアのみ']","[32.4, 20.2, 12.2, 10.4, 7.9, 6.1, 1.3, 1.2, 1.1, 0.7]","['フェアリー', 'ひこう', 'かくとう', 'あく', 'ノーマル', 'はがね', 'くさ', 'じめん', 'エスパー', 'みず']","[33.8, 23.8, 8.1, 6.4, 5.9, 5.5, 3.6, 3.5, 2.9, 1.4]"
0132-000,101,132,0,メタモン,,メタモン,['へんしん'],[100.0],"['かわりもの', 'じゅうなん']","[99.9, 0.1]","['こだわりスカーフ', 'きあいのタスキ', 'せんせいのツメ', 'ものまねハーブ', 'レッドカード', 'いのちのたま', 'ひかりのこな', 'オボンのみ', 'おんみつマント', 'たべのこし']","[74.3, 10.4, 4.0, 3.2, 2.7, 0.9, 0.8, 0.7, 0.6, 0.4]","['ノーマル', 'はがね', 'フェアリー', 'ゴースト', 'ドラゴン', 'じめん', 'みず', 'ひこう', 'ほのお', 'あく']","[19.2, 18.1, 16.3, 8.7, 5.1, 4.4, 3.9, 3.4, 3.4, 3.2]"
0763-000,102,763,0,アマージョ,,アマージョ,"['とびひざげり', 'じゃれつく', 'トロピカルキック', 'パワーウィップ', 'テラバースト', 'くさわけ', 'とんぼがえり', 'こうごうせい', 'ちょうはつ', 'こうそくスピン']","[67.3, 61.5, 51.0, 46.0, 36.5, 33.2, 27.2, 14.4, 12.3, 12.1]","['じょおうのいげん', 'スイートベール', 'リーフガード']","[94.9, 4.4, 0.8]","['とつげきチョッキ', 'いのちのたま', 'こだわりスカーフ', 'こうかくレンズ', 'ゴツゴツメット', 'じゃくてんほけん', 'きあいのタスキ', 'ものまねハーブ', 'たつじんのおび', 'こだわりハチマキ']","[16.5, 14.2, 13.3, 9.8, 9.8, 5.3, 4.6, 3.5, 2.9, 2.8]","['ほのお', 'フェアリー', 'いわ', 'くさ', 'みず', 'かくとう', 'あく', 'エスパー', 'ゴースト', 'こおり']","[28.8, 19.3, 10.5, 8.3, 6.0, 6.0, 4.8, 3.2, 2.6, 2.2]"
