,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0419-000,85,419,0,フローゼル,,フローゼル,"['ウェーブタックル', 'アクアジェット', 'アイススピナー', 'アクアブレイク', 'かみくだく', 'たきのぼり', 'ねごと', 'かわらわり', 'ハイドロポンプ', 'こおりのキバ']","[98.4, 92.5, 79.5, 22.3, 22.0, 20.4, 12.0, 11.7, 6.5, 5.1]","['すいすい', 'みずのベール']","[99.7, 0.3]","['こだわりハチマキ', 'いのちのたま', 'しんぴのしずく', 'ちからのハチマキ', 'きあいのタスキ', 'オボンのみ', 'たべのこし', 'たつじんのおび', 'こだわりスカーフ', 'ラムのみ']","[87.7, 7.1, 3.0, 0.7, 0.4, 0.2, 0.1, 0.1, 0.1, 0.1]","['みず', 'こおり', 'くさ', 'ゴースト', 'フェアリー', 'でんき', 'ほのお', 'ドラゴン', 'はがね', 'かくとう']","[99.1, 0.3, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]"
0302-000,86,302,0,ヤミラミ,,ヤミラミ,"['アンコール', 'イカサマ', 'おにび', 'かなしばり', 'じこさいせい', 'みがわり', 'はたきおとす', 'リフレクター', 'ひかりのかべ', 'ちょうはつ']","[74.8, 62.0, 45.1, 38.6, 33.0, 21.0, 17.5, 17.4, 16.2, 15.5]","['いたずらごころ', 'あとだし', 'するどいめ']","[99.2, 0.6, 0.3]","['たべのこし', 'ゴツゴツメット', 'ひかりのねんど', 'きあいのタスキ', 'オボンのみ', 'こうこうのしっぽ', 'おんみつマント', 'こうかくレンズ', 'だっしゅつボタン', 'ロゼルのみ']","[34.1, 17.9, 14.6, 9.6, 4.3, 4.2, 2.5, 1.7, 1.2, 1.1]","['あく', 'フェアリー', 'はがね', 'ノーマル', 'ゴースト', 'どく', 'ほのお', 'ひこう', 'くさ', 'みず']","[34.4, 18.0, 12.7, 9.9, 5.9, 4.2, 4.1, 2.5, 1.8, 1.7]"
0973-000,87,973,0,カラミンゴ,,カラミンゴ,"['インファイト', 'ブレイブバード', 'とんぼがえり', 'じごくづき', 'ちょうはつ', 'フェイント', 'アクアブレイク', 'テラバースト', 'からげんき', 'つるぎのまい']","[98.0, 92.0, 76.8, 56.9, 16.6, 9.8, 7.6, 5.7, 3.6, 3.6]","['きもったま', 'ちどりあし', 'きょうえん']","[99.6, 0.3, 0.1]","['こだわりスカーフ', 'きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'おんみつマント', 'たつじんのおび', 'ラムのみ', 'カムラのみ', 'とつげきチョッキ', 'ちからのハチマキ']","[73.9, 8.2, 4.8, 4.2, 3.2, 1.2, 0.7, 0.5, 0.5, 0.3]","['かくとう', 'ひこう', 'こおり', 'はがね', 'ゴースト', 'フェアリー', 'あく', 'じめん', 'ノーマル', 'でんき']","[82.8, 7.6, 3.9, 1.4, 0.9, 0.8, 0.4, 0.4, 0.4, 0.3]"
0849-000,88,849,0,ストリンダー,ハイなすがた,ストリンダー(ハイ),"['ばくおんぱ', 'オーバードライブ', 'ほっぺすりすり', 'たたりめ', 'ギアチェンジ', 'ボルトチェンジ', 'ヘドロばくだん', 'アシッドボム', 'バークアウト', 'ちょうはつ']","[96.5, 93.1, 61.5, 43.0, 19.1, 18.6, 17.7, 12.3, 12.2, 4.6]","['パンクロック', 'テクニシャン', 'プラス']","[98.2, 1.2, 0.6]","['とつげきチョッキ', 'のどスプレー', 'こだわりメガネ', 'こだわりスカーフ', 'きあいのタスキ', 'ふうせん', 'いのちのたま', 'オボンのみ', 'シルクのスカーフ', 'ものしりメガネ']","[44.8, 23.9, 8.3, 6.3, 5.6, 3.0, 2.6, 0.9, 0.9, 0.6]","['ノーマル', 'でんき', 'ひこう', 'どく', 'こおり', 'あく', 'くさ', 'フェアリー', 'ゴースト', 'かくとう']","[92.8, 2.9, 1.3, 0.5, 0.5, 0.4, 0.4, 0.3, 0.2, 0.1]"
0876-001,89,876,1,イエッサン,メスのすがた,イエッサン(メス),"['サイコキネシス', 'いやしのねがい', 'リフレクター', 'トリック', 'ひかりのかべ', 'マジカルシャイン', 'トリックルーム', 'バトンタッチ', 'シャドーボール', 'めいそう']","[88.4, 81.9, 71.7, 58.3, 18.2, 16.9, 15.2, 9.9, 9.1, 5.8]","['サイコメイカー', 'シンクロ', 'マイペース']","[99.7, 0.2, 0.1]","['こだわりスカーフ', 'グランドコート', 'きあいのタスキ', 'サイコシード', 'ひかりのねんど', 'こだわりメガネ', 'メンタルハーブ', 'オボンのみ', 'だっしゅつボタン', 'ナモのみ']","[59.4, 17.2, 6.2, 4.9, 3.0, 2.6, 1.2, 1.1, 0.7, 0.6]","['フェアリー', 'エスパー', 'かくとう', 'ほのお', 'ノーマル', 'はがね', 'ドラゴン', 'あく', 'ゴースト', 'くさ']","[31.7, 24.5, 16.4, 5.6, 4.4, 4.3, 3.0, 2.3, 1.6, 1.4]"
0205-000,90,205,0,フォレトス,,フォレトス,"['ステルスロック', 'ボディプレス', 'ボルトチェンジ', 'てっぺき', 'でんじは', 'こうそくスピン', 'ジャイロボール', 'アイススピナー', 'だいばくはつ', 'どくびし']","[73.9, 66.1, 60.0, 29.4, 22.9, 18.8, 17.9, 16.8, 16.6, 11.8]","['がんじょう', 'ぼうじん']","[83.5, 16.5]","['ゴツゴツメット', 'レッドカード', 'オボンのみ', 'たべのこし', 'メンタルハーブ', 'しめったいわ', 'いかさまダイス', 'ひかりのねんど', 'こだわりハチマキ', 'ノーマルジュエル']","[45.0, 13.7, 9.1, 5.8, 4.8, 4.3, 2.3, 2.2, 1.4, 1.2]","['かくとう', 'みず', 'ノーマル', 'いわ', 'はがね', 'むし', 'じめん', 'ゴースト', 'ドラゴン', 'ほのお']","[32.0, 19.8, 7.7, 7.4, 5.5, 5.2, 4.9, 4.7, 2.8, 2.6]"
0553-000,91,553,0,ワルビアル,,ワルビアル,"['じしん', 'ステルスロック', 'ちょうはつ', 'かみくだく', 'なげつける', 'がんせきふうじ', 'インファイト', 'ダストシュート', 'テラバースト', 'つけあがる']","[73.1, 58.0, 54.9, 37.8, 35.5, 26.9, 21.4, 13.1, 8.7, 7.7]","['いかく', 'じしんかじょう', 'いかりのつぼ']","[78.0, 20.4, 1.6]","['でんきだま', 'きあいのタスキ', 'こだわりスカーフ', 'オボンのみ', 'とつげきチョッキ', 'ゴツゴツメット', 'いのちのたま', 'ラムのみ', 'たべのこし', 'こだわりハチマキ']","[33.0, 15.0, 12.4, 6.5, 5.6, 4.1, 3.8, 2.7, 2.4, 2.2]","['あく', 'どく', 'じめん', 'フェアリー', 'ほのお', 'はがね', 'こおり', 'ドラゴン', 'くさ', 'かくとう']","[18.6, 16.5, 16.3, 14.4, 5.6, 4.5, 4.4, 4.3, 3.8, 2.9]"
0952-000,92,952,0,スコヴィラン,,スコヴィラン,"['かえんほうしゃ', 'ソーラービーム', 'オーバーヒート', 'みがわり', 'まもる', 'テラバースト', 'やどりぎのタネ', 'だいもんじ', 'ギガドレイン', 'せいちょう']","[69.9, 49.8, 42.9, 40.2, 38.3, 36.0, 27.7, 20.8, 13.9, 8.1]","['ようりょくそ', 'ムラっけ', 'ふみん']","[55.0, 43.7, 1.3]","['たべのこし', 'いのちのたま', 'こだわりメガネ', 'きあいのタスキ', 'ひかりのこな', 'もくたん', 'おおきなねっこ', 'しろいハーブ', 'こだわりスカーフ', 'とつげきチョッキ']","[39.4, 24.0, 23.1, 5.1, 1.1, 0.9, 0.8, 0.7, 0.5, 0.5]","['ほのお', 'フェアリー', 'いわ', 'くさ', 'こおり', 'はがね', 'ドラゴン', 'あく', 'ゴースト', 'みず']","[50.5, 21.3, 8.4, 5.8, 3.8, 3.3, 1.8, 1.6, 1.1, 1.0]"
0080-000,93,80,0,ヤドラン,,ヤドラン,"['なみのり', 'なまける', 'れいとうビーム', 'てっぺき', 'サイコキネシス', 'かえんほうしゃ', 'ボディプレス', 'アシストパワー', 'サイコショック', 'あくび']","[46.4, 45.2, 44.1, 32.9, 31.9, 28.1, 25.4, 24.3, 17.6, 10.9]","['さいせいりょく', 'どんかん', 'マイペース']","[69.6, 27.0, 3.4]","['とつげきチョッキ', 'ゴツゴツメット', 'こだわりメガネ', 'たべのこし', 'オボンのみ', 'おんみつマント', 'いのちのたま', 'たつじんのおび', 'しんかのきせき', 'じゃくてんほけん']","[27.2, 25.0, 13.8, 9.9, 5.0, 3.9, 3.3, 1.6, 1.6, 1.5]","['フェアリー', 'みず', 'ほのお', 'かくとう', 'くさ', 'ノーマル', 'エスパー', 'あく', 'はがね', 'ドラゴン']","[17.1, 17.0, 14.3, 12.5, 11.3, 7.7, 4.6, 3.2, 2.8, 1.9]"
0758-000,94,758,0,エンニュート,,エンニュート,"['どくどく', 'かえんほうしゃ', 'みがわり', 'アンコール', 'かなしばり', 'オーバーヒート', 'ヘドロばくだん', 'まもる', 'がむしゃら', 'テラバースト']","[78.9, 56.1, 49.2, 40.8, 36.7, 21.4, 18.9, 14.8, 13.0, 9.3]","['ふしょく', 'どんかん']","[91.9, 8.1]","['くろいヘドロ', 'きあいのタスキ', 'たべのこし', 'だっしゅつパック', 'ふうせん', 'いのちのたま', 'こだわりメガネ', 'たつじんのおび', 'こだわりスカーフ', 'ぼうじんゴーグル']","[36.9, 35.6, 9.3, 4.9, 2.4, 2.2, 1.9, 1.2, 0.7, 0.6]","['ほのお', 'こおり', 'ひこう', 'どく', 'フェアリー', 'くさ', 'ドラゴン', 'ゴースト', 'じめん', 'あく']","[26.3, 19.2, 14.5, 14.0, 12.3, 3.7, 3.7, 2.3, 1.1, 0.9]"
0437-000,95,437,0,ドータクン,,ドータクン,"['ボディプレス', 'てっぺき', 'ジャイロボール', 'トリックルーム', 'ステルスロック', 'アイススピナー', 'じしん', 'てっていこうせん', 'トリック', 'アシストパワー']","[44.8, 36.3, 36.0, 35.1, 33.5, 23.0, 21.0, 18.8, 17.1, 10.6]","['ふゆう', 'たいねつ', 'ヘヴィメタル']","[75.8, 23.5, 0.8]","['たべのこし', 'こうこうのしっぽ', 'じゃくてんほけん', 'ゴツゴツメット', 'メンタルハーブ', 'オボンのみ', 'ひかりのねんど', 'こだわりハチマキ', 'ふうせん', 'カゴのみ']","[16.2, 12.8, 11.5, 9.5, 8.3, 5.5, 3.9, 3.2, 2.8, 2.0]","['はがね', 'でんき', 'かくとう', 'みず', 'ひこう', 'あく', 'エスパー', 'フェアリー', 'ほのお', 'じめん']","[34.0, 14.2, 10.6, 5.9, 5.2, 5.1, 4.4, 4.4, 4.0, 3.0]"
0945-000,96,945,0,タギングル,,タギングル,"['アンコール', 'はたきおとす', 'どくどく', 'みがわり', 'すてゼリフ', 'すりかえ', 'まねっこ', 'ちょうはつ', 'ダストシュート', 'とんぼがえり']","[49.8, 46.0, 32.4, 31.7, 30.7, 24.9, 23.5, 19.5, 18.5, 14.2]","['いたずらごころ', 'かるわざ', 'どくしゅ']","[80.4, 15.0, 4.6]","['くろいヘドロ', 'こうこうのしっぽ', 'きあいのタスキ', 'ものまねハーブ', 'ふうせん', 'こだわりスカーフ', 'たべのこし', 'オボンのみ', 'こだわりハチマキ', 'かえんだま']","[22.4, 20.1, 11.0, 8.6, 5.9, 5.7, 4.5, 4.2, 1.9, 1.4]","['ひこう', 'あく', 'フェアリー', 'ゴースト', 'じめん', 'ノーマル', 'こおり', 'どく', 'むし', 'ほのお']","[39.9, 11.0, 9.4, 9.4, 8.6, 4.9, 4.5, 3.5, 2.5, 1.6]"
0763-000,97,763,0,アマージョ,,アマージョ,"['とびひざげり', 'じゃれつく', 'トロピカルキック', 'パワーウィップ', 'テラバースト', 'くさわけ', 'とんぼがえり', 'こうごうせい', 'こうそくスピン', 'ちょうはつ']","[67.3, 59.1, 53.1, 42.5, 41.0, 30.8, 22.7, 16.0, 15.2, 11.1]","['じょおうのいげん', 'スイートベール', 'リーフガード']","[97.2, 2.4, 0.4]","['とつげきチョッキ', 'いのちのたま', 'こだわりスカーフ', 'ゴツゴツメット', 'こうかくレンズ', 'じゃくてんほけん', 'きあいのタスキ', 'オボンのみ', 'たつじんのおび', 'ものまねハーブ']","[18.0, 15.1, 12.2, 10.4, 8.4, 5.5, 4.0, 2.9, 2.7, 2.7]","['フェアリー', 'ほのお', 'いわ', 'あく', 'かくとう', 'みず', 'くさ', 'こおり', 'じめん', 'エスパー']","[23.2, 15.7, 11.9, 11.4, 8.5, 6.9, 5.5, 4.2, 3.3, 2.8]"
0214-000,98,214,0,ヘラクロス,,ヘラクロス,"['インファイト', 'ロックブラスト', 'じしん', 'じごくづき', 'くさわけ', 'ミサイルばり', 'からげんき', 'タネマシンガン', 'つるぎのまい', 'メガホーン']","[85.7, 50.9, 44.6, 40.1, 38.4, 25.5, 24.3, 16.7, 15.9, 13.5]","['こんじょう', 'じしんかじょう', 'むしのしらせ']","[67.3, 31.6, 1.0]","['かえんだま', 'いかさまダイス', 'こだわりスカーフ', 'とつげきチョッキ', 'きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'オボンのみ', 'ちからのハチマキ', 'ものまねハーブ']","[57.5, 29.0, 5.7, 2.1, 1.5, 1.0, 0.9, 0.6, 0.3, 0.2]","['いわ', 'ノーマル', 'かくとう', 'あく', 'フェアリー', 'むし', 'じめん', 'でんき', 'ゴースト', 'はがね']","[52.7, 24.7, 5.8, 2.9, 2.5, 2.0, 1.8, 1.7, 1.2, 1.0]"
0604-000,99,604,0,シビルドン,,シビルドン,"['かえんほうしゃ', '１０まんボルト', 'ドレインパンチ', 'じだんだ', 'ボルトチェンジ', 'とぐろをまく', 'テラバースト', 'ギガドレイン', 'くさむすび', 'でんじほう']","[51.0, 38.1, 28.0, 25.0, 22.6, 21.3, 20.5, 19.0, 15.9, 15.6]",['ふゆう'],[100.0],"['たつじんのおび', 'いのちのたま', 'とつげきチョッキ', 'たべのこし', 'からぶりほけん', 'オボンのみ', 'こだわりメガネ', 'ゴツゴツメット', 'パンチグローブ', 'おんみつマント']","[18.6, 18.0, 16.7, 14.3, 8.6, 6.6, 2.8, 2.2, 1.3, 1.2]","['でんき', 'こおり', 'フェアリー', 'はがね', 'ドラゴン', 'かくとう', 'ほのお', 'じめん', 'ゴースト', 'くさ']","[26.6, 24.7, 16.1, 13.8, 3.6, 3.0, 2.5, 1.7, 1.7, 1.6]"
0113-000,100,113,0,ラッキー,,ラッキー,"['タマゴうみ', 'ちきゅうなげ', 'ステルスロック', 'めいそう', 'でんじは', 'シャドーボール', 'あまえる', 'かえんほうしゃ', 'うたう', 'いやしのねがい']","[98.1, 85.1, 73.4, 64.2, 19.7, 12.5, 11.2, 4.3, 4.3, 3.0]","['しぜんかいふく', 'てんのめぐみ', 'いやしのこころ']","[95.5, 3.7, 0.8]","['しんかのきせき', 'たべのこし', 'かえんだま', 'かわらずのいし', 'どくバリ', 'ものしりメガネ', 'あついいわ', 'ものまねハーブ', 'おんみつマント', 'のろいのおふだ']","[99.6, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['あく', 'ゴースト', 'フェアリー', 'はがね', 'ノーマル', 'ひこう', 'どく', 'じめん', 'ほのお', 'みず']","[80.8, 8.3, 3.1, 1.4, 1.2, 1.0, 1.0, 0.7, 0.4, 0.4]"
0229-000,101,229,0,ヘルガー,,ヘルガー,"['あくのはどう', 'かえんほうしゃ', 'みちづれ', 'ふいうち', 'オーバーヒート', 'テラバースト', 'ちょうはつ', 'カウンター', 'ほうふく', 'だいもんじ']","[78.0, 57.1, 56.8, 40.7, 26.1, 18.2, 18.0, 17.7, 17.6, 11.9]","['もらいび', 'はやおき', 'きんちょうかん']","[90.8, 7.2, 2.0]","['きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'とつげきチョッキ', 'こだわりメガネ', 'ラムのみ', 'だっしゅつパック', 'たつじんのおび', 'ふうせん', 'オボンのみ']","[64.1, 8.3, 7.1, 4.0, 2.8, 1.3, 1.3, 1.2, 1.1, 0.8]","['フェアリー', 'ゴースト', 'あく', 'くさ', 'ほのお', 'こおり', 'はがね', 'みず', 'かくとう', 'ひこう']","[21.9, 20.8, 20.2, 14.8, 11.0, 5.3, 1.3, 0.8, 0.8, 0.7]"
0966-000,102,966,0,ブロロローム,,ブロロローム,"['アイアンヘッド', 'ギアチェンジ', 'ダストシュート', 'テラバースト', 'どくづき', 'すてゼリフ', 'ちょうはつ', 'じならし', 'ホイールスピン', 'どくどく']","[79.2, 75.0, 43.2, 37.3, 29.7, 23.8, 22.3, 19.5, 19.1, 16.0]","['ぼうじん', 'フィルター']","[57.3, 42.7]","['ふうせん', 'くろいヘドロ', 'じゃくてんほけん', 'ゴツゴツメット', 'ラムのみ', 'いのちのたま', 'オボンのみ', 'たべのこし', 'きあいのタスキ', 'こだわりスカーフ']","[41.3, 10.6, 9.5, 7.8, 4.5, 4.1, 2.9, 2.5, 2.4, 2.3]","['ほのお', 'ひこう', 'みず', 'はがね', 'どく', 'じめん', 'フェアリー', 'こおり', 'かくとう', 'あく']","[29.9, 16.1, 12.1, 9.5, 8.2, 7.5, 3.5, 2.4, 2.1, 1.7]"
0189-000,103,189,0,ワタッコ,,ワタッコ,"['ちからをすいとる', 'やどりぎのタネ', 'コットンガード', 'バトンタッチ', 'アンコール', 'みがわり', 'ねむりごな', 'おきみやげ', 'テラバースト', 'ひかりのかべ']","[70.4, 65.4, 50.6, 42.5, 37.1, 21.0, 16.2, 9.9, 9.5, 9.2]","['すりぬけ', 'ようりょくそ', 'リーフガード']","[68.3, 20.2, 11.5]","['おんみつマント', 'ゴツゴツメット', 'メンタルハーブ', 'たべのこし', 'こうかくレンズ', 'きあいのタスキ', 'ひかりのねんど', 'オボンのみ', 'ものまねハーブ', 'じゃくてんほけん']","[16.9, 16.5, 11.5, 8.2, 7.5, 5.7, 5.2, 4.6, 4.0, 3.9]","['フェアリー', 'ひこう', 'みず', 'はがね', 'ほのお', 'くさ', 'ノーマル', 'あく', 'いわ', 'ゴースト']","[38.2, 14.8, 11.1, 10.5, 9.3, 4.8, 2.9, 2.7, 1.5, 1.5]"
0671-000,104,671,0,フラージェス,,フラージェス,"['ムーンフォース', 'めいそう', 'こうごうせい', 'スキルスワップ', 'テラバースト', 'サイコキネシス', 'ギガドレイン', 'エナジーボール', 'トリック', 'ドレインキッス']","[91.7, 65.3, 52.4, 32.6, 27.2, 19.7, 17.6, 17.2, 12.3, 9.4]","['フラワーベール', 'きょうせい']","[90.7, 9.3]","['たべのこし', 'こだわりメガネ', 'おんみつマント', 'オボンのみ', 'ラムのみ', 'とつげきチョッキ', 'こだわりスカーフ', 'じゃくてんほけん', 'ゴツゴツメット', 'いのちのたま']","[34.3, 10.7, 10.3, 7.4, 6.9, 6.8, 3.0, 2.3, 1.5, 1.4]","['くさ', 'ほのお', 'みず', 'フェアリー', 'じめん', 'はがね', 'かくとう', 'どく', 'あく', 'ノーマル']","[47.4, 29.7, 5.3, 4.5, 4.5, 3.3, 1.1, 0.7, 0.7, 0.7]"
0707-000,105,707,0,クレッフィ,,クレッフィ,"['リフレクター', 'ひかりのかべ', 'てっていこうせん', 'でんじは', 'ドレインキッス', 'まきびし', 'イカサマ', 'マジカルシャイン', 'めいそう', 'てっぺき']","[66.4, 63.2, 52.9, 43.5, 20.2, 18.2, 17.5, 17.3, 16.6, 14.6]","['いたずらごころ', 'マジシャン']","[99.2, 0.8]","['ひかりのねんど', 'たべのこし', 'こだわりメガネ', 'ゴツゴツメット', 'こうこうのしっぽ', 'オボンのみ', 'しめったいわ', 'だっしゅつボタン', 'ふうせん', 'こだわりスカーフ']","[56.5, 11.6, 7.4, 3.3, 3.0, 2.0, 1.7, 1.5, 1.5, 1.3]","['フェアリー', 'じめん', 'みず', 'ひこう', 'はがね', 'ほのお', 'エスパー', 'かくとう', 'あく', 'ノーマル']","[65.9, 10.5, 5.5, 5.2, 4.9, 2.4, 1.9, 1.1, 0.9, 0.7]"
0691-000,106,691,0,ドラミドロ,,ドラミドロ,"['ヘドロばくだん', 'りゅうせいぐん', 'なみのり', '１０まんボルト', 'テラバースト', 'りゅうのはどう', 'ハイドロポンプ', 'シャドーボール', 'きあいだま', 'アシッドボム']","[93.9, 77.6, 39.1, 34.8, 33.3, 28.7, 23.5, 15.1, 12.4, 10.4]","['てきおうりょく', 'どくのトゲ', 'どくしゅ']","[98.2, 1.4, 0.4]","['こだわりメガネ', 'とつげきチョッキ', 'いのちのたま', 'くろいヘドロ', 'たべのこし', 'たつじんのおび', 'オボンのみ', 'だっしゅつパック', 'りゅうのキバ', 'ものしりメガネ']","[41.7, 29.0, 12.6, 3.4, 1.7, 1.6, 1.2, 1.1, 0.9, 0.8]","['みず', 'ほのお', 'フェアリー', 'どく', 'ドラゴン', 'あく', 'でんき', 'じめん', 'かくとう', 'はがね']","[48.6, 12.9, 7.1, 4.2, 4.1, 3.7, 3.6, 3.5, 3.0, 2.0]"
0576-000,107,576,0,ゴチルゼル,,ゴチルゼル,"['めいそう', 'アシストパワー', 'ねむる', 'あまえる', 'テラバースト', 'トリック', 'みがわり', 'サイコキネシス', 'ちょうはつ', '１０まんボルト']","[71.6, 59.0, 57.8, 38.9, 28.4, 27.2, 23.7, 17.1, 10.2, 7.2]","['かげふみ', 'かちき', 'おみとおし']","[97.5, 2.0, 0.5]","['たべのこし', 'こだわりスカーフ', 'カゴのみ', 'おんみつマント', 'ぼうじんゴーグル', 'こだわりメガネ', 'ふうせん', 'オボンのみ', 'ラムのみ', 'からぶりほけん']","[34.7, 26.2, 9.0, 6.0, 5.5, 5.1, 3.0, 2.2, 1.2, 0.9]","['フェアリー', 'ひこう', 'かくとう', 'あく', 'はがね', 'ノーマル', 'エスパー', 'じめん', 'みず', 'ほのお']","[37.2, 20.8, 9.0, 8.2, 6.4, 4.1, 2.4, 2.2, 1.8, 1.7]"
0981-000,108,981,0,リキキリン,,リキキリン,"['ツインビーム', 'テラバースト', 'マジカルシャイン', 'シャドーボール', '１０まんボルト', 'くさむすび', 'わるだくみ', 'サイコキネシス', 'トリックルーム', 'トリック']","[65.7, 49.3, 39.6, 34.2, 31.1, 21.4, 17.1, 16.5, 14.0, 11.8]","['テイルアーマー', 'そうしょく', 'はんすう']","[54.5, 35.0, 10.5]","['いのちのたま', 'オボンのみ', 'こだわりメガネ', 'とつげきチョッキ', 'こだわりスカーフ', 'カゴのみ', 'たつじんのおび', 'たべのこし', 'ラムのみ', 'きあいのタスキ']","[16.1, 15.2, 14.3, 9.0, 4.5, 4.0, 4.0, 3.5, 2.9, 2.2]","['かくとう', 'フェアリー', 'エスパー', 'ほのお', 'ノーマル', 'こおり', 'でんき', 'じめん', 'あく', 'みず']","[45.1, 28.8, 7.3, 4.5, 4.5, 1.4, 1.3, 1.2, 1.1, 1.0]"
0429-000,109,429,0,ムウマージ,,ムウマージ,"['シャドーボール', 'みちづれ', 'ちょうはつ', 'こごえるかぜ', 'マジカルフレイム', 'マジカルシャイン', 'おにび', 'トリック', 'たたりめ', '１０まんボルト']","[74.9, 52.1, 47.8, 37.9, 26.3, 22.3, 19.1, 16.9, 11.8, 10.1]",['ふゆう'],[100.0],"['きあいのタスキ', 'のろいのおふだ', 'こだわりメガネ', 'こだわりスカーフ', 'たつじんのおび', 'いのちのたま', 'ラムのみ', 'たべのこし', 'オボンのみ', 'とつげきチョッキ']","[33.6, 15.3, 11.8, 10.2, 3.6, 3.5, 2.3, 2.2, 1.7, 1.7]","['フェアリー', 'ノーマル', 'ゴースト', 'でんき', 'かくとう', 'はがね', 'こおり', 'ほのお', 'あく', 'くさ']","[27.1, 18.6, 15.1, 12.0, 5.7, 5.2, 5.0, 4.9, 2.8, 1.6]"
0297-000,110,297,0,ハリテヤマ,,ハリテヤマ,"['バレットパンチ', 'ドレインパンチ', 'ぶちかまし', 'はたきおとす', 'ねこだまし', 'インファイト', 'れいとうパンチ', 'じしん', 'ヘビーボンバー', 'はらだいこ']","[78.0, 61.2, 57.9, 53.7, 45.3, 33.0, 14.5, 10.5, 5.5, 5.4]","['こんじょう', 'あついしぼう', 'ちからずく']","[73.8, 23.4, 2.8]","['かえんだま', 'とつげきチョッキ', 'オボンのみ', 'いのちのたま', 'パンチグローブ', 'こだわりハチマキ', 'たつじんのおび', 'たべのこし', 'ちからのハチマキ', 'ラムのみ']","[57.5, 29.2, 3.1, 2.8, 1.5, 1.3, 0.8, 0.7, 0.5, 0.3]","['はがね', 'かくとう', 'ノーマル', 'じめん', 'ほのお', 'フェアリー', 'ゴースト', 'あく', 'どく', 'でんき']","[73.0, 9.7, 5.9, 3.6, 1.9, 1.7, 0.8, 0.8, 0.6, 0.5]"
0849-001,111,849,1,ストリンダー,ローなすがた,ストリンダー(ロー),"['ばくおんぱ', 'オーバードライブ', 'ほっぺすりすり', 'たたりめ', 'ボルトチェンジ', 'ヘドロばくだん', 'アシッドボム', 'バークアウト', 'ちょうはつ', 'アンコール']","[96.6, 91.2, 64.8, 38.4, 28.3, 24.3, 16.5, 15.1, 4.2, 3.6]","['パンクロック', 'テクニシャン', 'マイナス']","[98.6, 0.9, 0.5]","['とつげきチョッキ', 'のどスプレー', 'こだわりスカーフ', 'こだわりメガネ', 'きあいのタスキ', 'ふうせん', 'いのちのたま', 'オボンのみ', 'ノーマルジュエル', 'たつじんのおび']","[45.9, 14.1, 13.6, 8.6, 6.9, 2.7, 2.5, 1.0, 0.8, 0.8]","['ノーマル', 'でんき', 'ひこう', 'フェアリー', 'くさ', 'かくとう', 'こおり', 'どく', 'あく', 'ゴースト']","[91.1, 3.4, 1.3, 1.2, 0.9, 0.4, 0.4, 0.4, 0.4, 0.2]"
0842-000,112,842,0,タルップル,,タルップル,"['りんごさん', 'じこさいせい', 'やどりぎのタネ', 'てっぺき', 'りゅうせいぐん', 'リサイクル', 'ボディプレス', 'みがわり', 'ドわすれ', 'りゅうのはどう']","[90.3, 68.5, 64.7, 42.4, 30.6, 21.6, 18.0, 12.0, 10.2, 9.7]","['あついしぼう', 'じゅくせい', 'くいしんぼう']","[73.4, 24.9, 1.6]","['たべのこし', 'オボンのみ', 'ゴツゴツメット', 'おんみつマント', 'じゃくてんほけん', 'おおきなねっこ', 'だっしゅつパック', 'ハバンのみ', 'フィラのみ', 'とつげきチョッキ']","[47.3, 28.0, 7.7, 3.9, 1.7, 1.1, 1.1, 1.0, 1.0, 0.9]","['くさ', 'はがね', 'フェアリー', 'ほのお', 'ノーマル', 'みず', 'ゴースト', 'ドラゴン', 'いわ', 'どく']","[31.8, 28.1, 11.4, 5.2, 3.8, 3.7, 3.1, 2.4, 2.3, 1.8]"
0199-000,113,199,0,ヤドキング,,ヤドキング,"['さむいギャグ', 'なみのり', 'サイコキネシス', 'あくび', 'トリックルーム', 'かえんほうしゃ', 'れいとうビーム', 'なまける', 'トリック', 'サイコショック']","[67.8, 50.9, 38.6, 33.5, 25.5, 18.9, 17.0, 14.3, 13.9, 12.7]","['さいせいりょく', 'どんかん', 'マイペース']","[85.7, 12.7, 1.6]","['つめたいいわ', 'オボンのみ', 'とつげきチョッキ', 'メンタルハーブ', 'こうこうのしっぽ', 'たべのこし', 'こだわりメガネ', 'ゴツゴツメット', 'こだわりスカーフ', 'じゃくてんほけん']","[18.8, 12.9, 9.2, 8.4, 7.9, 6.1, 5.9, 4.0, 3.0, 3.0]","['ほのお', 'みず', 'フェアリー', 'ノーマル', 'あく', 'かくとう', 'くさ', 'はがね', 'こおり', 'エスパー']","[18.7, 12.7, 10.9, 10.6, 6.9, 6.6, 5.4, 4.9, 4.8, 2.9]"
